preco,cond,area,quarto,banheiro,suite,vagas.garagem,elevador,mobilia,piscina,novo,bairro,tipo
10000000.00,,343,4,7,4,5,0,0,0,0,Iguatemi/São Paulo,venda
9979947.00,,343,4,6,4,5,1,0,1,0,Iguatemi/São Paulo,venda
8500000.00,7200,420,4,6,4,4,1,0,1,0,Jardim Paulista/São Paulo,venda
8039200.00,,278,4,7,4,4,1,1,1,0,Vila Olimpia/São Paulo,venda
8000000.00,,278,4,5,3,5,1,0,1,0,Vila Olimpia/São Paulo,venda
8000000.00,,269,4,5,4,4,1,0,1,0,Itaim Bibi/São Paulo,venda
7765616.00,,279,4,6,4,4,1,0,1,0,Iguatemi/São Paulo,venda
7559420.00,,377,3,4,3,4,1,0,1,0,Alto de Pinheiros/São Paulo,venda
7559420.00,,377,3,4,3,4,0,0,1,0,Alto de Pinheiros/São Paulo,venda
7521000.00,2500,377,6,7,6,4,0,0,1,0,Alto de Pinheiros/São Paulo,venda
7500000,,275,4,5,4,4,1,0,1,0,Iguatemi/São Paulo,venda
7500000,7428,415,4,5,4,5,0,0,1,0,Jardim Paulista/São Paulo,venda
7200000,8920,387,4,5,4,4,0,0,0,0,Alto de Pinheiros/São Paulo,venda
7080000,,275,4,5,4,5,0,0,1,0,Iguatemi/São Paulo,venda
7000000,4500,400,4,5,4,5,0,1,1,0,Alto de Pinheiros/São Paulo,venda
6950000,5000,302,4,5,4,5,0,0,1,0,Moema/São Paulo,venda
6900000,7000,321,3,4,3,5,0,0,1,0,Itaim Bibi/São Paulo,venda
6800000,,286,4,5,4,4,1,0,1,0,Alto de Pinheiros/São Paulo,venda
6750000,,275,4,6,4,4,1,0,1,0,Iguatemi/São Paulo,venda
6500000,2900,319,3,4,3,4,0,0,0,0,Alto de Pinheiros/São Paulo,venda
6300000,5170,364,4,6,4,5,0,0,1,0,Alto de Pinheiros/São Paulo,venda
6000000,,286,4,5,4,4,1,0,1,0,Alto de Pinheiros/São Paulo,venda
6000000,3000,288,3,4,3,5,0,0,1,0,Moema/São Paulo,venda
5900000,4690,540,4,3,2,4,1,1,1,0,Itaim Bibi/São Paulo,venda
5850000,3746,286,4,5,4,4,0,0,1,0,Alto de Pinheiros/São Paulo,venda
5814000,,285,4,6,4,4,1,0,1,0,Alto de Pinheiros/São Paulo,venda
5800000,,286,4,6,4,4,1,0,1,0,Alto de Pinheiros/São Paulo,venda
5750000,4500,306,4,5,4,5,0,0,1,0,Moema/São Paulo,venda
5700000,4800,306,4,5,4,5,1,0,1,0,Moema/São Paulo,venda
5660121,,286,4,5,4,4,1,0,1,0,Alto de Pinheiros/São Paulo,venda
5630000,,286,4,6,3,4,1,0,1,0,Alto de Pinheiros/São Paulo,venda
5600000,5400,316,4,5,4,5,0,0,1,0,Moema/São Paulo,venda
5500000,5539,359,4,5,4,5,0,0,1,0,Alto de Pinheiros/São Paulo,venda
5500000,2700,253,4,5,4,4,1,1,1,0,Alto de Pinheiros/São Paulo,venda
5500000,3300,307,4,5,4,7,0,0,0,0,Perdizes/São Paulo,venda
5465644,,286,4,5,4,4,1,0,1,0,Alto de Pinheiros/São Paulo,venda
5320000,3200,270,3,4,3,4,0,0,1,0,Perdizes/São Paulo,venda
5000000,4278,310,3,2,1,2,0,0,1,0,Consolação/São Paulo,venda
5000000,4900,292,4,1,0,5,0,1,1,0,Itaim Bibi/São Paulo,venda
4999070,4000,286,4,7,4,4,1,0,1,0,Alto de Pinheiros/São Paulo,venda
4955000,,241,3,5,3,3,1,0,1,0,Jardim Paulista/São Paulo,venda
4950000,4300,226,4,5,4,4,0,0,1,0,Moema/São Paulo,venda
4900000,,201,4,5,4,3,1,0,1,0,Iguatemi/São Paulo,venda
4900000,,201,3,5,3,3,0,0,1,0,Iguatemi/São Paulo,venda
4790000,2670,290,4,3,2,2,0,0,0,0,Consolação/São Paulo,venda
4750000,2200,306,4,5,4,3,0,0,0,0,Consolação/São Paulo,venda
4600000,4190,348,4,5,4,4,0,0,1,0,Jardim Paulista/São Paulo,venda
4600000,4000,232,4,6,4,4,1,1,1,0,Jardim Paulista/São Paulo,venda
4480000,3500,280,2,5,2,3,1,1,1,0,Alto de Pinheiros/São Paulo,venda
4450000,4500,286,4,5,4,4,0,0,1,0,Alto de Pinheiros/São Paulo,venda
4400000,4200,343,4,5,4,4,1,0,1,0,Jardim Paulista/São Paulo,venda
4240000,4000,297,4,4,3,3,0,0,0,0,Jardim Paulista/São Paulo,venda
4224000,,300,2,3,2,2,0,0,0,0,Consolação/São Paulo,venda
4182000,3500,267,4,5,4,4,1,0,1,0,Vila Mariana/São Paulo,venda
4125000,,275,4,5,4,4,1,0,1,0,Vila Madalena/São Paulo,venda
4100000,3900,295,5,6,4,4,0,0,1,0,Perdizes/São Paulo,venda
4000000,4500,298,4,5,4,5,0,0,1,0,Moema/São Paulo,venda
3998000,3176,265,3,3,2,4,1,1,1,0,Alto de Pinheiros/São Paulo,venda
3910000,2144,220,3,4,3,4,1,0,1,0,Alto de Pinheiros/São Paulo,venda
3850000,,200,2,4,2,3,1,0,1,0,Iguatemi/São Paulo,venda
3850000,,200,2,4,2,3,0,0,1,0,Itaim Bibi/São Paulo,venda
3850000,,620,4,5,4,5,0,0,0,0,Alto de Pinheiros/São Paulo,venda
3830000,3500,250,4,6,4,4,1,0,1,0,Perdizes/São Paulo,venda
3800000,,320,3,4,3,4,1,0,1,0,Santa Cecília/São Paulo,venda
3800000,2500,310,4,6,4,4,1,0,1,0,Campo Belo/São Paulo,venda
3800000,4100,230,4,5,4,4,1,0,1,0,Moema/São Paulo,venda
3800000,,280,4,4,3,4,1,0,1,0,Alto de Pinheiros/São Paulo,venda
3800000,2700,258,4,5,4,4,1,0,1,0,Perdizes/São Paulo,venda
3800000,4874,420,4,3,2,3,0,0,0,0,Bela Vista/São Paulo,venda
3770000,4040,257,3,4,3,4,0,0,1,0,Moema/São Paulo,venda
3750000,2567,274,3,2,3,4,1,0,1,0,Campo Belo/São Paulo,venda
3700000,2100,210,4,7,3,3,1,1,1,0,Vila Olimpia/São Paulo,venda
3700000,,300,4,5,4,6,0,0,1,0,Tatuapé/São Paulo,venda
3691000,,206,4,5,1,4,1,0,1,0,Alto de Pinheiros/São Paulo,venda
3600000,,238,4,4,3,4,0,0,1,0,Brooklin/São Paulo,venda
3600000,,236,4,4,3,4,0,0,1,0,Brooklin/São Paulo,venda
3600000,3149,185,3,5,3,3,1,0,1,0,Itaim Bibi/São Paulo,venda
3600000,3149,185,3,4,3,3,1,0,1,0,Itaim Bibi/São Paulo,venda
3600000,2200,181,3,4,3,3,1,0,1,0,Moema/São Paulo,venda
3600000,2800,274,4,5,4,4,0,0,1,0,Campo Belo/São Paulo,venda
3590000,,206,4,5,4,4,1,0,1,0,Alto de Pinheiros/São Paulo,venda
3550000,3320,400,2,4,1,1,1,0,1,0,República/São Paulo,venda
3517000,2700,294,4,6,4,4,1,0,1,0,Vila Mariana/São Paulo,venda
3500000,,221,3,4,3,4,0,0,1,0,Moema/São Paulo,venda
3500000,2300,214,3,4,3,4,0,0,1,0,Moema/São Paulo,venda
3500000,3200,237,4,5,4,4,1,0,1,0,Itaim Bibi/São Paulo,venda
3490000,3200,505,4,5,4,4,0,0,1,0,Casa Verde/São Paulo,venda
3460000,2200,240,3,4,3,4,0,0,1,0,Brooklin/São Paulo,venda
3400000,4200,255,4,6,4,4,1,0,1,0,Perdizes/São Paulo,venda
3400000,3560,286,4,2,1,3,1,0,0,0,Jardim Paulista/São Paulo,venda
3400000,,273,4,5,4,3,0,0,0,0,Alto de Pinheiros/São Paulo,venda
3250000,3500,190,4,5,2,3,1,0,1,0,Itaim Bibi/São Paulo,venda
3200000,2300,226,4,5,4,4,0,0,1,0,Brooklin/São Paulo,venda
3200000,2100,151,2,3,2,3,1,0,0,0,Itaim Bibi/São Paulo,venda
3200000,3800,210,4,3,2,3,0,1,1,0,Jardim Paulista/São Paulo,venda
3200000,3081,255,4,5,4,4,1,0,1,0,Moema/São Paulo,venda
3200000,2300,173,3,4,3,3,1,1,1,0,Moema/São Paulo,venda
3200000,1700,167,3,4,3,2,0,0,1,0,Alto de Pinheiros/São Paulo,venda
3192000,2400,224,3,4,3,4,0,0,1,0,Perdizes/São Paulo,venda
3190000,2615,211,4,3,2,3,0,0,1,0,Pinheiros/São Paulo,venda
3180000,3500,190,3,2,1,2,0,0,0,0,Jardim Paulista/São Paulo,venda
3150000,,210,4,4,3,3,1,1,0,0,Brooklin/São Paulo,venda
3119960,,172,4,3,2,3,0,0,1,0,Moema/São Paulo,venda
3100000,,182,3,5,3,4,1,0,1,0,Moema/São Paulo,venda
3100000,1796,233,4,5,4,4,0,1,1,0,Campo Belo/São Paulo,venda
3059657,,220,4,5,3,4,0,0,1,0,Campo Belo/São Paulo,venda
3050003,,66,3,2,1,1,1,0,1,1,Vila Prudente/São Paulo,venda
3022000,1000,183,4,3,2,4,0,0,1,0,Moema/São Paulo,venda
3000000,1456,182,4,4,2,4,1,0,1,0,Moema/São Paulo,venda
2990000,1860,189,4,4,3,4,0,0,1,0,Moema/São Paulo,venda
2980000,1890,230,2,3,2,4,0,1,1,0,Campo Belo/São Paulo,venda
2970000,,182,4,4,2,4,1,0,1,0,Moema/São Paulo,venda
2960700,,218,4,1,0,6,1,0,1,1,Vila Leopoldina/São Paulo,venda
2950000,2800,239,3,3,1,2,1,1,0,0,Jardim Paulista/São Paulo,venda
2950000,2800,172,2,3,2,3,0,1,0,0,Moema/São Paulo,venda
2916530,,225,3,4,3,3,0,0,0,0,Alto de Pinheiros/São Paulo,venda
2900000,1750,311,3,4,3,4,0,0,0,0,Casa Verde/São Paulo,venda
2890000,4000,240,4,4,3,4,1,0,0,0,Jardim Paulista/São Paulo,venda
2890000,1720,172,3,5,3,3,1,0,1,0,Moema/São Paulo,venda
2890000,2200,151,3,4,3,3,0,0,1,0,Itaim Bibi/São Paulo,venda
2890000,,182,4,4,3,4,0,0,1,0,Moema/São Paulo,venda
2890000,2600,240,3,5,3,3,0,0,1,0,Itaim Bibi/São Paulo,venda
2880000,2600,240,4,4,3,3,0,0,1,0,Itaim Bibi/São Paulo,venda
2820000,2480,235,3,6,3,4,1,0,1,0,Alto de Pinheiros/São Paulo,venda
2800000,4000,210,4,3,2,3,1,0,1,0,Santa Cecília/São Paulo,venda
2800000,2450,256,3,5,2,2,0,0,0,0,Santa Cecília/São Paulo,venda
2800000,2500,173,3,4,3,3,0,0,1,0,Moema/São Paulo,venda
2800000,825,200,2,1,0,2,0,0,0,0,Alto de Pinheiros/São Paulo,venda
2800000,2000,265,4,5,4,4,0,0,0,0,Santana/São Paulo,venda
2800000,2000,180,3,3,2,3,1,1,0,0,Itaim Bibi/São Paulo,venda
2790000,1650,225,4,4,3,4,1,0,1,0,Brooklin/São Paulo,venda
2790000,2950,200,3,6,3,3,0,1,0,0,Santa Cecília/São Paulo,venda
2730000,1900,250,4,5,3,4,1,0,1,0,Santana/São Paulo,venda
2730000,1580,146,3,4,3,2,0,0,1,0,Itaim Bibi/São Paulo,venda
2710001,2600,211,3,4,3,3,1,0,0,0,Alto de Pinheiros/São Paulo,venda
2700000,,180,2,3,2,2,0,1,0,0,Brooklin/São Paulo,venda
2700000,2000,264,3,4,3,4,1,1,1,0,Tatuapé/São Paulo,venda
2680001,,168,2,3,2,3,1,0,1,0,Vila Madalena/São Paulo,venda
2660000,,150,3,4,3,3,0,1,1,0,Brooklin/São Paulo,venda
2650000,,206,4,1,4,3,0,0,0,0,Vila Olimpia/São Paulo,venda
2650000,2450,223,3,4,3,4,1,0,1,0,Campo Belo/São Paulo,venda
2650000,2644,173,2,3,2,3,0,0,1,0,Moema/São Paulo,venda
2650000,2862,191,4,5,4,4,0,0,1,0,Pinheiros/São Paulo,venda
2600000,3200,213,4,2,1,3,1,0,0,0,Consolação/São Paulo,venda
2600000,2400,187,3,5,2,2,1,0,1,0,Jardim Paulista/São Paulo,venda
2600000,1700,250,4,6,4,4,1,0,1,0,Santo Amaro/São Paulo,venda
2600000,3300,184,3,2,1,3,0,0,1,0,Alto de Pinheiros/São Paulo,venda
2600000,,206,4,1,4,3,0,0,0,0,Vila Olimpia/São Paulo,venda
2600000,3500,295,3,3,2,1,0,0,0,0,Bela Vista/São Paulo,venda
2600000,2270,200,3,2,1,2,0,0,0,0,Itaim Bibi/São Paulo,venda
2590000,2056,193,3,4,3,2,0,0,0,0,Jardim Paulista/São Paulo,venda
2590000,1700,165,4,3,2,4,0,0,1,0,Moema/São Paulo,venda
2590000,,209,4,3,2,5,0,0,0,0,Perdizes/São Paulo,venda
2590000,2056,193,3,5,3,2,1,0,0,0,Jardim Paulista/São Paulo,venda
2550000,1700,348,3,2,1,1,0,0,0,0,República/São Paulo,venda
2550000,1700,348,3,2,1,1,0,0,0,0,República/São Paulo,venda
2550000,1056,193,4,3,2,2,0,0,0,0,Jardim Paulista/São Paulo,venda
2550000,2056,193,3,2,1,2,0,0,0,0,Jardim Paulista/São Paulo,venda
2550000,2200,240,4,3,2,3,0,1,1,0,Perdizes/São Paulo,venda
2540000,1900,220,3,5,3,4,1,0,1,0,Campo Belo/São Paulo,venda
2540000,1999,350,3,2,1,2,0,1,0,0,Bela Vista/São Paulo,venda
2500000,1355,390,3,3,1,2,0,0,0,0,Bela Vista/São Paulo,venda
2500000,3800,227,4,6,3,4,0,0,1,0,Campo Belo/São Paulo,venda
2500000,1800,350,3,1,0,2,0,0,0,0,República/São Paulo,venda
2500000,2000,220,4,4,3,4,0,0,1,0,Moema/São Paulo,venda
2470000,1353,159,3,4,3,2,0,0,0,0,Jardim Paulista/São Paulo,venda
2450000,1452,221,3,4,3,4,1,1,1,0,Mooca/São Paulo,venda
2450000,3384,226,4,4,3,3,0,0,1,0,Perdizes/São Paulo,venda
2450000,1800,162,2,5,2,3,1,1,1,0,Brooklin/São Paulo,venda
2449400,,250,4,5,4,4,1,0,1,0,Santo Amaro/São Paulo,venda
2424900,,264,3,5,3,3,1,0,1,0,Butantã/São Paulo,venda
2420000,1850,266,4,4,2,4,1,0,0,0,Anhanguera/São Paulo,venda
2400000,1600,138,3,5,3,2,1,0,1,0,Vila Olimpia/São Paulo,venda
2400000,1580,178,3,4,3,3,1,0,1,0,Brooklin/São Paulo,venda
2400000,2850,198,4,4,3,1,0,0,1,0,Brooklin/São Paulo,venda
2400000,2900,395,3,2,1,1,0,0,0,0,República/São Paulo,venda
2350000,1625,178,2,3,2,3,1,0,1,0,Brooklin/São Paulo,venda
2325000,3100,175,3,5,2,3,1,1,1,0,Moema/São Paulo,venda
2300000,2400,100,2,3,2,2,0,1,1,0,Itaim Bibi/São Paulo,venda
2300000,1600,160,3,4,3,3,0,0,0,0,Moema/São Paulo,venda
2300000,1792,100,2,3,2,2,1,0,1,0,Itaim Bibi/São Paulo,venda
2300000,,393,3,2,1,1,0,0,0,0,República/São Paulo,venda
2300000,,393,3,4,0,1,0,0,0,0,República/São Paulo,venda
2298000,1900,266,4,5,3,4,1,1,1,0,Anhanguera/São Paulo,venda
2292000,2262,208,3,4,3,3,1,0,1,0,Vila Mariana/São Paulo,venda
2250000,,185,3,4,3,3,0,0,1,0,Campo Belo/São Paulo,venda
2239000,1490,167,3,4,3,3,0,0,1,0,Brooklin/São Paulo,venda
2230514,,163,3,5,3,2,1,0,1,0,Vila Mariana/São Paulo,venda
2200000,1582,235,3,3,1,1,1,0,0,0,Consolação/São Paulo,venda
2200000,1400,210,3,5,3,3,1,0,1,0,Vila Leopoldina/São Paulo,venda
2200000,3300,205,3,2,1,3,1,0,1,0,Alto de Pinheiros/São Paulo,venda
2200000,3300,180,3,2,1,3,0,0,1,0,Alto de Pinheiros/São Paulo,venda
2200000,,194,3,4,3,2,0,0,1,0,Alto de Pinheiros/São Paulo,venda
2200000,3400,315,4,5,4,4,0,0,1,0,Brooklin/São Paulo,venda
2200000,,221,4,5,4,4,0,0,0,0,Belém/São Paulo,venda
2200000,2500,161,4,5,3,4,1,0,1,0,Moema/São Paulo,venda
2200000,3000,180,3,2,1,3,1,0,1,0,Alto de Pinheiros/São Paulo,venda
2200000,2900,386,5,5,2,5,0,0,1,0,Santana/São Paulo,venda
2199000,2882,200,4,4,3,3,1,1,1,0,Vila Mariana/São Paulo,venda
2190000,2200,156,3,5,3,2,0,0,0,0,Sé/São Paulo,venda
2180000,1500,221,4,4,3,4,1,0,1,0,Mooca/São Paulo,venda
2160000,1700,155,3,3,2,2,0,0,0,0,Jardim Paulista/São Paulo,venda
2150000,1580,178,3,4,3,3,0,0,1,0,Brooklin/São Paulo,venda
2150000,1100,127,3,2,1,2,1,0,1,0,Moema/São Paulo,venda
2150000,2250,339,4,3,1,1,1,0,0,0,Santa Cecília/São Paulo,venda
2149000,1100,158,3,4,3,3,1,0,1,0,Moema/São Paulo,venda
2130000,2700,130,3,2,1,1,0,0,1,0,Itaim Bibi/São Paulo,venda
2125000,1850,266,4,5,4,4,0,0,0,0,Anhanguera/São Paulo,venda
2120000,1981,114,2,2,1,2,0,0,1,0,Moema/São Paulo,venda
2109500,3400,315,4,6,4,4,0,0,1,0,Brooklin/São Paulo,venda
2105860,,149,4,1,3,2,1,0,1,0,Vila Madalena/São Paulo,venda
2100000,,148,3,4,3,2,0,0,1,0,Brooklin/São Paulo,venda
2100000,2500,168,4,4,2,1,0,0,1,0,Jardim Paulista/São Paulo,venda
2100000,2443,266,4,5,4,4,1,0,1,0,Anhanguera/São Paulo,venda
2100000,2200,280,2,2,1,1,0,1,0,0,Bela Vista/São Paulo,venda
2100000,1525,155,4,3,2,3,0,0,1,0,Santa Cecília/São Paulo,venda
2100000,2434,255,3,2,1,2,0,0,0,0,Santa Cecília/São Paulo,venda
2100000,1800,157,4,5,2,2,0,0,1,0,Perdizes/São Paulo,venda
2080000,1280,91,1,2,1,2,0,0,1,0,Itaim Bibi/São Paulo,venda
2080000,1100,225,3,4,3,4,0,1,1,0,Tatuapé/São Paulo,venda
2067000,1000,125,3,2,1,2,0,0,1,0,Moema/São Paulo,venda
2060200,,149,4,5,0,2,1,0,1,1,Alto de Pinheiros/São Paulo,venda
2050000,,169,3,4,2,2,0,0,1,0,Brooklin/São Paulo,venda
2048880,1502,85,1,2,1,2,1,0,1,0,Itaim Bibi/São Paulo,venda
2000000,2294,163,4,3,2,3,1,0,1,0,Alto de Pinheiros/São Paulo,venda
2000000,4370,140,3,2,1,2,0,0,1,0,Consolação/São Paulo,venda
2000000,1100,177,3,2,1,1,1,1,0,0,República/São Paulo,venda
2000000,2050,163,3,2,1,1,1,1,0,0,Jardim Paulista/São Paulo,venda
2000000,3300,205,3,2,1,3,1,0,1,0,Alto de Pinheiros/São Paulo,venda
2000000,2298,220,3,4,3,3,1,1,1,0,Perdizes/São Paulo,venda
2000000,1900,91,2,3,2,2,1,0,1,0,Itaim Bibi/São Paulo,venda
1999900,,163,3,5,3,2,1,0,1,0,Vila Mariana/São Paulo,venda
1990000,2400,164,4,5,2,3,1,1,1,0,Vila Madalena/São Paulo,venda
1990000,1500,160,4,5,2,3,1,0,1,0,Moema/São Paulo,venda
1990000,1533,234,4,5,3,3,1,0,1,0,Jaguaré/São Paulo,venda
1982000,1800,160,4,4,3,2,1,0,0,1,Pinheiros/São Paulo,venda
1982000,1800,160,4,4,3,2,1,0,0,1,Pinheiros/São Paulo,venda
1982000,1800,160,4,4,3,2,1,0,0,1,Pinheiros/São Paulo,venda
1982000,1800,160,4,4,3,2,1,0,0,1,Pinheiros/São Paulo,venda
1980000,2500,168,4,4,1,2,1,0,1,0,Jardim Paulista/São Paulo,venda
1970000,1700,234,4,6,4,3,1,0,1,0,Rio Pequeno/São Paulo,venda
1970000,2100,162,4,2,1,2,1,0,0,0,Itaim Bibi/São Paulo,venda
1950000,2207,122,3,2,1,2,1,0,1,0,Vila Madalena/São Paulo,venda
1950000,1500,111,3,4,1,2,0,0,1,0,Vila Olimpia/São Paulo,venda
1950000,500,136,3,5,3,3,1,0,1,0,Vila Olimpia/São Paulo,venda
1950000,1600,138,2,3,2,2,0,0,0,0,Brooklin/São Paulo,venda
1950000,2600,210,3,2,1,2,0,0,0,0,Brooklin/São Paulo,venda
1950000,1500,172,3,4,3,3,1,0,1,0,Brooklin/São Paulo,venda
1950000,,237,4,4,3,3,1,0,1,0,Santo Amaro/São Paulo,venda
1950000,1840,190,3,4,1,4,1,1,1,0,Vila Sônia/São Paulo,venda
1950000,2970,222,4,5,4,3,1,0,1,0,Alto de Pinheiros/São Paulo,venda
1950000,1850,266,4,5,4,4,1,0,0,0,Anhanguera/São Paulo,venda
1940000,2500,226,3,4,1,2,1,0,0,0,Jardim Paulista/São Paulo,venda
1927626,,213,2,3,2,2,0,0,1,0,Santa Cecília/São Paulo,venda
1906000,1600,138,2,3,2,2,0,0,1,0,Brooklin/São Paulo,venda
1900000,1100,134,3,4,3,3,0,0,1,0,Brooklin/São Paulo,venda
1900000,1050,227,3,4,3,3,0,0,1,0,Brooklin/São Paulo,venda
1900000,,131,2,3,2,2,0,1,1,0,Brooklin/São Paulo,venda
1900000,2570,191,3,3,1,1,0,0,0,0,Bela Vista/São Paulo,venda
1900000,,200,3,4,3,2,0,0,0,0,Consolação/São Paulo,venda
1900000,,221,4,5,4,4,0,0,1,0,Belém/São Paulo,venda
1900000,2300,187,3,4,1,2,1,1,1,0,Itaim Bibi/São Paulo,venda
1900000,2000,266,4,1,2,4,0,0,1,0,Anhanguera/São Paulo,venda
1900000,1479,159,4,4,3,2,0,0,1,0,Consolação/São Paulo,venda
1900000,,260,4,5,4,5,1,0,0,0,Mandaqui/São Paulo,venda
1900000,2500,239,5,4,1,1,1,1,0,0,Jardim Paulista/São Paulo,venda
1900000,1800,250,3,3,2,2,1,1,1,0,Pinheiros/São Paulo,venda
1900000,2300,182,3,3,1,2,1,1,1,0,Itaim Bibi/São Paulo,venda
1900000,,160,3,5,2,2,1,0,1,0,Pinheiros/São Paulo,venda
1900000,,180,3,4,3,3,0,0,0,0,Belém/São Paulo,venda
1890000,1442,178,4,4,3,3,0,0,1,0,Brooklin/São Paulo,venda
1890000,1600,189,3,5,3,3,1,1,1,0,Santana/São Paulo,venda
1890000,1450,127,3,3,2,2,1,0,1,0,Moema/São Paulo,venda
1890000,1200,150,4,4,3,3,1,0,1,0,Perdizes/São Paulo,venda
1890000,2800,208,4,4,3,5,0,1,1,0,Moema/São Paulo,venda
1890000,1850,200,3,2,1,2,0,0,0,0,Santa Cecília/São Paulo,venda
1880000,1050,149,4,5,2,2,1,0,1,0,Vila Madalena/São Paulo,venda
1878980,,181,4,5,3,3,1,0,1,0,Santo Amaro/São Paulo,venda
1870000,3600,193,2,4,3,4,1,0,1,0,Campo Belo/São Paulo,venda
1869000,,181,3,5,3,3,1,0,1,0,Santo Amaro/São Paulo,venda
1860000,3000,144,2,3,2,2,1,0,1,0,Itaim Bibi/São Paulo,venda
1850000,1400,154,3,5,3,3,1,0,1,0,Campo Belo/São Paulo,venda
1850000,1300,189,4,3,2,3,1,0,1,0,Santo Amaro/São Paulo,venda
1850000,1850,266,3,5,3,4,0,0,0,0,Anhanguera/São Paulo,venda
1850000,1750,266,3,5,3,4,1,0,1,0,Anhanguera/São Paulo,venda
1850000,1700,236,4,2,3,3,1,0,1,0,Rio Pequeno/São Paulo,venda
1850000,1900,200,3,4,1,1,1,0,0,0,Jardim Paulista/São Paulo,venda
1850000,2920,205,3,4,3,3,1,0,1,0,Campo Belo/São Paulo,venda
1849430,1800,189,4,5,4,4,1,1,1,0,Santo Amaro/São Paulo,venda
1840000,,186,3,4,3,3,0,0,0,0,Casa Verde/São Paulo,venda
1835500,,148,3,4,3,2,1,0,1,0,Moema/São Paulo,venda
1835500,,146,3,4,3,2,1,0,1,0,Moema/São Paulo,venda
1830000,1850,170,4,4,2,3,1,0,1,0,Ipiranga/São Paulo,venda
1813610,,202,4,1,0,1,1,0,0,1,Casa Verde/São Paulo,venda
1811498,,160,2,2,1,2,0,0,1,0,Santa Cecília/São Paulo,venda
1800000,2090,158,2,3,2,2,0,0,1,0,Brooklin/São Paulo,venda
1800000,2800,180,4,4,3,3,0,0,1,0,Brooklin/São Paulo,venda
1800000,,196,4,3,2,3,0,0,0,0,Brooklin/São Paulo,venda
1800000,2800,210,3,4,1,2,1,0,0,0,Jardim Paulista/São Paulo,venda
1800000,4950,280,4,6,4,4,1,1,1,0,Vila Andrade/São Paulo,venda
1800000,1700,160,3,3,1,2,1,1,1,0,Vila Mariana/São Paulo,venda
1800000,1440,163,3,4,3,4,1,0,1,0,Vila Mariana/São Paulo,venda
1800000,1850,266,4,1,4,4,1,0,0,0,Anhanguera/São Paulo,venda
1800000,2850,135,3,3,2,2,1,0,0,0,Itaim Bibi/São Paulo,venda
1800000,2800,130,3,2,1,2,1,0,0,0,Itaim Bibi/São Paulo,venda
1800000,1900,172,4,4,3,2,0,1,1,0,Moema/São Paulo,venda
1800000,1565,120,2,4,2,1,1,0,0,0,Consolação/São Paulo,venda
1800000,1990,187,3,4,3,4,0,1,0,0,Água Rasa/São Paulo,venda
1800000,,154,4,4,3,3,1,0,1,0,Campo Belo/São Paulo,venda
1800000,3900,360,3,2,1,3,0,0,1,0,Cursino/São Paulo,venda
1790000,1500,234,3,6,3,3,1,0,1,0,Anhanguera/São Paulo,venda
1780000,2500,164,4,4,3,3,1,1,1,0,Vila Olimpia/São Paulo,venda
1780000,1525,234,4,5,3,4,1,0,1,0,Jaguaré/São Paulo,venda
1780000,1700,130,3,4,3,2,0,0,1,0,Moema/São Paulo,venda
1775000,1750,189,3,5,3,3,0,0,1,0,Santana/São Paulo,venda
1770000,2800,180,4,3,2,4,0,0,1,0,Brooklin/São Paulo,venda
1756000,1300,140,3,2,0,2,0,0,0,0,Consolação/São Paulo,venda
1750000,1150,88,2,2,1,2,1,1,1,0,Pinheiros/São Paulo,venda
1750000,1500,186,3,4,3,3,0,0,1,0,Rio Pequeno/São Paulo,venda
1740000,3600,170,3,4,2,2,1,1,1,0,Moema/São Paulo,venda
1737000,600,158,4,6,4,4,0,0,1,0,Brooklin/São Paulo,venda
1729000,937,171,3,5,3,3,1,1,1,0,Tatuapé/São Paulo,venda
1700000,1200,121,2,2,1,2,0,0,1,0,Brooklin/São Paulo,venda
1700000,,216,4,3,2,3,0,0,0,0,Brooklin/São Paulo,venda
1700000,,266,4,5,4,4,1,0,0,0,Anhanguera/São Paulo,venda
1700000,1144,143,4,4,2,2,1,0,1,0,Perdizes/São Paulo,venda
1700000,2850,227,3,1,0,1,0,0,0,0,Consolação/São Paulo,venda
1700000,1500,124,4,4,3,2,0,0,1,0,Moema/São Paulo,venda
1700000,1900,125,3,2,1,2,1,0,1,0,Alto de Pinheiros/São Paulo,venda
1700000,2200,220,4,6,4,5,1,0,1,0,Santana/São Paulo,venda
1700000,3200,235,4,4,1,1,0,0,0,0,Bela Vista/São Paulo,venda
1690000,1365,167,3,5,3,3,1,0,1,0,Brooklin/São Paulo,venda
1690000,1800,266,4,5,4,4,1,1,0,0,Anhanguera/São Paulo,venda
1690000,1700,310,3,2,1,1,0,0,0,0,República/São Paulo,venda
1680000,1580,155,3,5,3,2,1,0,1,0,Vila Madalena/São Paulo,venda
1680000,1500,135,3,4,1,1,0,0,0,0,Sé/São Paulo,venda
1680000,2600,208,4,6,4,4,1,0,1,0,Santo Amaro/São Paulo,venda
1650000,1100,185,4,4,1,2,0,0,1,0,Mooca/São Paulo,venda
1650000,1500,136,2,5,2,2,1,0,1,0,Vila Olimpia/São Paulo,venda
1650000,1980,266,4,4,1,2,1,0,1,0,República/São Paulo,venda
1650000,1200,135,3,4,1,2,1,0,1,0,Moema/São Paulo,venda
1650000,1247,186,4,5,2,3,1,0,1,0,Jaguaré/São Paulo,venda
